sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior,bfi_extraversion,bfi_neuroticism
215,threat,-246,133,20,0,38,59.6,2.8333333333333335,3.6666666666666665
215,prosocial,-231,62,42,3,38,59.6,2.8333333333333335,3.6666666666666665
216,threat,-247,247,100,0,100,100,2.3333333333333335,2.1666666666666665
216,prosocial,245,-242,100,0,100,100,2.3333333333333335,2.1666666666666665
217,threat,-187,178,100,0,100,86,3.1666666666666665,4.5
217,prosocial,204,-16,100,0,100,86,3.1666666666666665,4.5
219,threat,-222,-126,100,0,80,72,1.6666666666666667,3.8333333333333335
219,prosocial,163,41,100,0,80,72,1.6666666666666667,3.8333333333333335
220,threat,-208,232,100,65,95,92,4.5,1.1666666666666667
220,prosocial,171,194,100,70,95,92,4.5,1.1666666666666667
221,threat,-232,-1,100,1,90,94.8,3.8333333333333335,4.166666666666667
221,prosocial,0,237,100,0,90,94.8,3.8333333333333335,4.166666666666667
222,threat,-159,225,80,20,88,73.4,1.3333333333333333,4.5
222,prosocial,86,154,80,30,88,73.4,1.3333333333333333,4.5
223,threat,45,104,81,81,91,87.6,4,2
223,prosocial,121,116,75,78,91,87.6,4,2
224,threat,-242,240,99,1,100,100,1.8333333333333333,4.5
224,prosocial,236,233,100,1,100,100,1.8333333333333333,4.5
225,threat,-225,234,95,10,95,95,2.5,2.3333333333333335
225,prosocial,101,43,93,71,95,95,2.5,2.3333333333333335
226,threat,-50,171,80,10,90,63.4,1.5,1.8333333333333333
226,prosocial,-46,84,80,5,90,63.4,1.5,1.8333333333333333
227,threat,-219,176,100,0,98,99.6,3.1666666666666665,4.166666666666667
227,prosocial,239,2,100,0,98,99.6,3.1666666666666665,4.166666666666667
228,threat,-163,199,90,60,80,88,1.6666666666666667,1
228,prosocial,159,175,80,61,80,88,1.6666666666666667,1
229,threat,-134,151,100,0,95,98,2.6666666666666665,2.6666666666666665
229,prosocial,30,168,100,0,95,98,2.6666666666666665,2.6666666666666665
230,threat,-201,238,90,90,70,92,2.8333333333333335,3.5
230,prosocial,152,175,90,71,70,92,2.8333333333333335,3.5
231,threat,-221,225,100,100,91,94.2,3.3333333333333335,2.6666666666666665
231,prosocial,231,230,100,0,91,94.2,3.3333333333333335,2.6666666666666665
232,threat,-225,246,100,0,100,99,3.3333333333333335,1.3333333333333333
232,prosocial,201,229,100,0,100,99,3.3333333333333335,1.3333333333333333
233,threat,-183,123,85,50,90,84,2.5,2
233,prosocial,235,121,95,80,90,84,2.5,2
234,threat,-155,149,100,0,100,97.2,2.1666666666666665,2.3333333333333335
234,prosocial,151,154,100,0,100,97.2,2.1666666666666665,2.3333333333333335
235,threat,-224,-229,100,0,100,100,3.6666666666666665,1.6666666666666667
235,prosocial,161,53,100,19,100,100,3.6666666666666665,1.6666666666666667
236,threat,-230,0,100,0,100,80,2.5,1
236,prosocial,137,74,100,0,100,80,2.5,1
237,threat,-109,78,100,30,50,85.2,2.3333333333333335,4.666666666666667
237,prosocial,108,22,100,30,50,85.2,2.3333333333333335,4.666666666666667
238,threat,-192,222,90,27,88,84.2,2.1666666666666665,2.5
238,prosocial,189,52,86,73,88,84.2,2.1666666666666665,2.5
239,threat,-139,158,90,70,100,97,2.5,3
239,prosocial,80,122,100,0,100,97,2.5,3
240,threat,-174,210,100,100,80,93,3.1666666666666665,3.5
240,prosocial,155,195,100,100,80,93,3.1666666666666665,3.5
241,threat,-29,6,100,0,100,100,3,2.1666666666666665
241,prosocial,106,1,100,0,100,100,3,2.1666666666666665
242,threat,-134,-1,87,0,95,92.2,2.5,2.5
242,prosocial,133,61,89,0,95,92.2,2.5,2.5
243,threat,-126,159,61,82,81,94.6,1.5,2
243,prosocial,20,16,84,86,81,94.6,1.5,2
244,threat,-122,95,100,5,95,96,2,4.833333333333333
244,prosocial,18,-78,100,0,95,96,2,4.833333333333333
245,threat,-223,-2,96,100,97,97.2,3.5,2
245,prosocial,180,-1,100,96,97,97.2,3.5,2
246,threat,-235,221,100,0,89,97.8,3.3333333333333335,2
246,prosocial,-27,225,100,0,89,97.8,3.3333333333333335,2
247,threat,-175,125,90,10,86,96.2,2.8333333333333335,3.6666666666666665
247,prosocial,78,93,100,0,86,96.2,2.8333333333333335,3.6666666666666665
248,threat,-234,218,100,99,81,92,1.8333333333333333,3
248,prosocial,119,100,100,99,81,92,1.8333333333333333,3
249,threat,-216,224,100,0,100,76,3.5,1.1666666666666667
249,prosocial,235,82,100,1,100,76,3.5,1.1666666666666667
250,threat,-190,96,100,60,80,91,2.5,2.5
250,prosocial,212,1,100,0,80,91,2.5,2.5
251,threat,-250,250,97,0,92,96.8,3.8333333333333335,2
251,prosocial,16,112,94,95,92,96.8,3.8333333333333335,2
252,threat,-134,145,100,0,98,99.6,2,4
252,prosocial,175,177,100,0,98,99.6,2,4
253,threat,-43,118,100,0,100,100,4.333333333333333,1.1666666666666667
253,prosocial,229,128,100,0,100,100,4.333333333333333,1.1666666666666667
254,threat,-70,241,100,0,96,98.2,1.6666666666666667,1.5
254,prosocial,85,215,100,0,96,98.2,1.6666666666666667,1.5
255,threat,33,227,100,0,95,89,3.3333333333333335,1
255,prosocial,180,151,100,0,95,89,3.3333333333333335,1
256,threat,-242,240,100,0,100,96,3.6666666666666665,1.3333333333333333
256,prosocial,202,239,100,0,100,96,3.6666666666666665,1.3333333333333333
257,threat,-244,242,100,0,100,100,1,5
257,prosocial,248,242,100,0,100,100,1,5
258,threat,-170,94,100,0,90,90,2.8333333333333335,2.5
258,prosocial,122,1,100,0,90,90,2.8333333333333335,2.5
259,threat,-234,244,100,10,80,91,2.1666666666666665,3.8333333333333335
259,prosocial,159,245,100,30,80,91,2.1666666666666665,3.8333333333333335
260,threat,-244,243,90,90,72,79,1.6666666666666667,3.3333333333333335
260,prosocial,181,113,85,87,72,79,1.6666666666666667,3.3333333333333335
261,threat,-245,244,100,50,100,100,2.6666666666666665,2.1666666666666665
261,prosocial,73,234,100,50,100,100,2.6666666666666665,2.1666666666666665
262,threat,-214,223,99,1,89,94,3,2.8333333333333335
262,prosocial,120,21,100,1,89,94,3,2.8333333333333335
263,threat,-246,242,100,100,100,94,1.1666666666666667,5
263,prosocial,-135,248,100,20,100,94,1.1666666666666667,5
264,threat,-141,162,100,0,95,98,3.1666666666666665,3.5
264,prosocial,128,127,100,0,95,98,3.1666666666666665,3.5
265,threat,-143,192,100,0,100,92,3.3333333333333335,3.6666666666666665
265,prosocial,173,224,100,0,100,92,3.3333333333333335,3.6666666666666665
266,threat,-92,76,100,0,90,93.8,1.3333333333333333,2.3333333333333335
266,prosocial,94,21,100,0,90,93.8,1.3333333333333333,2.3333333333333335
267,threat,-216,218,100,22,80,91.2,3.1666666666666665,5
267,prosocial,62,62,100,10,80,91.2,3.1666666666666665,5
268,threat,-205,208,100,81,100,80.2,2.5,1
268,prosocial,20,-40,100,91,100,80.2,2.5,1
269,threat,-242,-250,100,0,60,45.2,2.6666666666666665,2
269,prosocial,237,99,100,0,60,45.2,2.6666666666666665,2
270,threat,-185,202,100,0,99,99.8,3,2.3333333333333335
270,prosocial,74,125,100,0,99,99.8,3,2.3333333333333335
271,threat,-180,64,100,1,88,94.8,2.5,1
271,prosocial,141,120,100,60,88,94.8,2.5,1
272,threat,-234,187,90,0,95,94,2.8333333333333335,4.5
272,prosocial,1,-39,90,0,95,94,2.8333333333333335,4.5
273,threat,-120,105,100,0,100,100,1.3333333333333333,3.5
273,prosocial,85,-104,100,0,100,100,1.3333333333333333,3.5
274,threat,-247,101,100,0,90,96,3.1666666666666665,3
274,prosocial,-1,-1,100,0,90,96,3.1666666666666665,3
275,threat,-210,161,89,70,89,90.6,1.8333333333333333,4.166666666666667
275,prosocial,18,111,92,64,89,90.6,1.8333333333333333,4.166666666666667
276,threat,-218,205,100,0,95,98.2,3.3333333333333335,2.1666666666666665
276,prosocial,227,143,100,0,95,98.2,3.3333333333333335,2.1666666666666665
277,threat,1,22,61,0,76,77.6,4.333333333333333,4.166666666666667
277,prosocial,-174,74,60,0,76,77.6,4.333333333333333,4.166666666666667
278,threat,-82,0,100,0,100,100,3,2
278,prosocial,95,-1,100,0,100,100,3,2
279,threat,-173,192,100,0,95,86,2.3333333333333335,3.3333333333333335
279,prosocial,111,135,100,0,95,86,2.3333333333333335,3.3333333333333335
280,threat,-238,227,90,0,92,77.8,1.5,1.3333333333333333
280,prosocial,247,125,95,0,92,77.8,1.5,1.3333333333333333
281,threat,-86,46,100,25,95,95,1.6666666666666667,3.3333333333333335
281,prosocial,47,30,100,40,95,95,1.6666666666666667,3.3333333333333335
282,threat,-175,186,100,63,100,90.8,2.1666666666666665,1.6666666666666667
282,prosocial,99,50,100,63,100,90.8,2.1666666666666665,1.6666666666666667
283,threat,-166,208,91,51,91,92.6,3.8333333333333335,2.3333333333333335
283,prosocial,194,188,94,76,91,92.6,3.8333333333333335,2.3333333333333335
284,threat,-83,29,100,50,100,95.8,1,4
284,prosocial,129,39,100,40,100,95.8,1,4
285,threat,11,236,100,99,92,97.6,3.3333333333333335,3
285,prosocial,17,223,100,100,92,97.6,3.3333333333333335,3
286,threat,-148,214,100,100,100,80,4.166666666666667,3.3333333333333335
286,prosocial,147,210,100,100,100,80,4.166666666666667,3.3333333333333335
287,threat,-234,229,70,80,80,90.6,1.3333333333333333,2.5
287,prosocial,199,188,80,85,80,90.6,1.3333333333333333,2.5
288,threat,-245,200,95,98,90,91.4,1.8333333333333333,2.3333333333333335
288,prosocial,224,-96,93,12,90,91.4,1.8333333333333333,2.3333333333333335
289,threat,-190,221,100,100,95,97,3.6666666666666665,1.1666666666666667
289,prosocial,144,99,100,100,95,97,3.6666666666666665,1.1666666666666667
290,threat,-245,246,100,0,90,94,4.666666666666667,2.5
290,prosocial,198,239,100,0,90,94,4.666666666666667,2.5
291,threat,-236,-103,85,50,75,68.2,2,4.5
291,prosocial,122,36,70,0,75,68.2,2,4.5
292,threat,-134,117,100,51,100,100,2,2.5
292,prosocial,113,79,100,51,100,100,2,2.5
293,threat,-61,-167,100,0,100,80,3.5,1.8333333333333333
293,prosocial,145,176,100,0,100,80,3.5,1.8333333333333333
294,threat,-104,125,100,0,90,91,3.3333333333333335,1.8333333333333333
294,prosocial,66,-48,94,0,90,91,3.3333333333333335,1.8333333333333333
295,threat,-203,221,100,84,89,92.2,3.3333333333333335,4.5
295,prosocial,166,36,98,96,89,92.2,3.3333333333333335,4.5
296,threat,-175,97,100,0,85,91,1.6666666666666667,1.5
296,prosocial,149,85,100,60,85,91,1.6666666666666667,1.5
297,threat,-180,188,100,0,98,99.6,2.8333333333333335,1.3333333333333333
297,prosocial,223,169,100,0,98,99.6,2.8333333333333335,1.3333333333333333
298,threat,-177,185,85,30,80,85.4,1.6666666666666667,2.1666666666666665
298,prosocial,31,-79,80,31,80,85.4,1.6666666666666667,2.1666666666666665
299,threat,-170,88,100,0,72,70.8,2.8333333333333335,2.3333333333333335
299,prosocial,233,-149,100,0,72,70.8,2.8333333333333335,2.3333333333333335
300,threat,-203,191,95,20,80,89,2.6666666666666665,2.8333333333333335
300,prosocial,30,74,100,5,80,89,2.6666666666666665,2.8333333333333335
301,threat,-117,34,100,0,95,99,1.5,2.3333333333333335
301,prosocial,214,132,100,0,95,99,1.5,2.3333333333333335
302,threat,-131,126,100,0,95,99,2,2.8333333333333335
302,prosocial,41,-174,100,0,95,99,2,2.8333333333333335
303,threat,-49,33,100,0,91,92,2.5,2.3333333333333335
303,prosocial,16,1,100,0,91,92,2.5,2.3333333333333335
304,threat,-182,177,100,100,90,98,1.8333333333333333,1.6666666666666667
304,prosocial,186,197,100,100,90,98,1.8333333333333333,1.6666666666666667
305,threat,-231,239,89,51,90,95.4,3,2.8333333333333335
305,prosocial,24,29,90,41,90,95.4,3,2.8333333333333335
306,threat,-185,197,80,0,95,98,1.5,2
306,prosocial,53,55,83,28,95,98,1.5,2
307,threat,-244,249,100,100,100,100,2.1666666666666665,2
307,prosocial,216,158,100,100,100,100,2.1666666666666665,2
308,threat,-203,-27,100,100,83,89.8,3.6666666666666665,1
308,prosocial,138,102,68,80,83,89.8,3.6666666666666665,1
309,threat,-129,-151,100,0,95,99,4.333333333333333,1
309,prosocial,248,123,100,0,95,99,4.333333333333333,1
310,threat,-197,219,100,0,90,88.8,1.8333333333333333,4.166666666666667
310,prosocial,205,-148,100,0,90,88.8,1.8333333333333333,4.166666666666667
311,threat,-219,224,99,98,95,98.4,4,1.3333333333333333
311,prosocial,210,141,100,51,95,98.4,4,1.3333333333333333
312,threat,-167,38,100,0,75,93.2,1.8333333333333333,3.5
312,prosocial,39,35,100,0,75,93.2,1.8333333333333333,3.5
313,threat,-227,226,100,0,91,96.2,4,1.5
313,prosocial,153,-45,100,0,91,96.2,4,1.5
314,threat,-26,-8,100,51,92,91.4,2.1666666666666665,3.6666666666666665
314,prosocial,223,-42,100,50,92,91.4,2.1666666666666665,3.6666666666666665
315,threat,-219,117,100,80,85,93,5,1
315,prosocial,237,65,100,0,85,93,5,1
316,threat,-244,241,100,100,100,100,3.5,2.8333333333333335
316,prosocial,174,-90,100,100,100,100,3.5,2.8333333333333335
317,threat,-222,233,100,92,90,85,1.8333333333333333,1.1666666666666667
317,prosocial,-161,195,97,29,90,85,1.8333333333333333,1.1666666666666667
318,threat,-85,89,99,0,100,99,2.6666666666666665,2.3333333333333335
318,prosocial,-55,13,99,0,100,99,2.6666666666666665,2.3333333333333335
319,threat,-60,53,100,0,100,100,4.333333333333333,2
319,prosocial,169,70,100,0,100,100,4.333333333333333,2
320,threat,-221,205,100,0,100,98,1.6666666666666667,2.3333333333333335
320,prosocial,77,191,100,0,100,98,1.6666666666666667,2.3333333333333335
321,threat,-220,214,99,100,97,79.8,2,2.8333333333333335
321,prosocial,241,216,99,99,97,79.8,2,2.8333333333333335
322,threat,-233,239,100,50,100,100,4,3.1666666666666665
322,prosocial,221,223,100,77,100,100,4,3.1666666666666665
324,threat,-161,212,100,70,80,93,4,1.6666666666666667
324,prosocial,74,150,100,80,80,93,4,1.6666666666666667
325,threat,-169,13,81,0,91,85.2,2.6666666666666665,2.6666666666666665
325,prosocial,0,-176,81,0,91,85.2,2.6666666666666665,2.6666666666666665
326,threat,-201,186,85,72,87,89,3.6666666666666665,2.1666666666666665
326,prosocial,44,56,90,74,87,89,3.6666666666666665,2.1666666666666665
327,threat,-59,203,95,91,100,98.6,4.666666666666667,1
327,prosocial,143,150,95,100,100,98.6,4.666666666666667,1
328,threat,-235,0,85,85,85,94,1.6666666666666667,1.1666666666666667
328,prosocial,-19,63,85,60,85,94,1.6666666666666667,1.1666666666666667
329,threat,102,-58,78,66,85,87.6,3.6666666666666665,2.3333333333333335
329,prosocial,170,174,80,32,85,87.6,3.6666666666666665,2.3333333333333335
330,threat,12,-8,100,1,100,99,4,1
330,prosocial,212,-2,100,100,100,99,4,1
331,threat,-190,211,100,100,96,98.4,3.5,2.5
331,prosocial,71,61,100,100,96,98.4,3.5,2.5
332,threat,-174,47,97,74,100,98,2.6666666666666665,1.5
332,prosocial,131,130,98,75,100,98,2.6666666666666665,1.5
333,threat,-235,-4,51,40,50,62,3.3333333333333335,2.1666666666666665
333,prosocial,184,-1,50,40,50,62,3.3333333333333335,2.1666666666666665
334,threat,-242,250,96,100,90,95,2,3.6666666666666665
334,prosocial,78,101,100,100,90,95,2,3.6666666666666665
335,threat,-222,-2,100,0,99,59.8,2.8333333333333335,4.5
335,prosocial,230,2,100,0,99,59.8,2.8333333333333335,4.5
336,threat,-15,78,90,0,95,92.6,3,2.1666666666666665
336,prosocial,79,79,95,20,95,92.6,3,2.1666666666666665
337,threat,-163,187,95,5,95,89,4.166666666666667,1.5
337,prosocial,158,101,95,5,95,89,4.166666666666667,1.5
338,threat,-144,125,98,0,77,82.8,2.3333333333333335,3
338,prosocial,24,59,96,0,77,82.8,2.3333333333333335,3
339,threat,-244,246,85,100,90,94,2.3333333333333335,2.8333333333333335
339,prosocial,238,93,100,85,90,94,2.3333333333333335,2.8333333333333335
340,threat,-208,188,92,60,95,94.8,1.5,4.166666666666667
340,prosocial,-41,-23,85,54,95,94.8,1.5,4.166666666666667
341,threat,-230,234,100,0,90,88,2.8333333333333335,1
341,prosocial,240,114,100,0,90,88,2.8333333333333335,1
342,threat,-222,222,94,39,89,89,3.6666666666666665,2.3333333333333335
342,prosocial,188,201,96,65,89,89,3.6666666666666665,2.3333333333333335
343,threat,-80,-203,95,0,83,94.8,1,4.333333333333333
343,prosocial,110,118,98,4,83,94.8,1,4.333333333333333
344,threat,-169,170,94,0,78,77.8,2.6666666666666665,3.8333333333333335
344,prosocial,145,150,91,2,78,77.8,2.6666666666666665,3.8333333333333335
345,threat,-201,25,79,21,94,97.4,4.666666666666667,1.1666666666666667
345,prosocial,11,175,99,19,94,97.4,4.666666666666667,1.1666666666666667
346,threat,-235,8,100,0,85,90,3.8333333333333335,3
346,prosocial,-2,-244,69,1,85,90,3.8333333333333335,3
347,threat,-239,220,100,0,100,90,4.333333333333333,2.5
347,prosocial,177,75,100,0,100,90,4.333333333333333,2.5
348,threat,-44,211,92,0,92,95.8,3.6666666666666665,1.5
348,prosocial,161,176,91,51,92,95.8,3.6666666666666665,1.5
349,threat,-243,-2,100,100,100,99.2,2.5,2.1666666666666665
349,prosocial,239,152,100,100,100,99.2,2.5,2.1666666666666665
350,threat,-212,142,99,30,90,93.8,3,4
350,prosocial,245,105,100,10,90,93.8,3,4
351,threat,-199,-3,100,99,94,98.8,3,1
351,prosocial,114,136,100,100,94,98.8,3,1
352,threat,-206,211,90,51,70,85.4,3.1666666666666665,2.3333333333333335
352,prosocial,190,47,90,10,70,85.4,3.1666666666666665,2.3333333333333335
353,threat,15,249,100,0,82,89,3.1666666666666665,2.5
353,prosocial,236,231,99,98,82,89,3.1666666666666665,2.5
354,threat,-206,225,100,100,60,89,3.6666666666666665,1.6666666666666667
354,prosocial,196,41,100,50,60,89,3.6666666666666665,1.6666666666666667
355,threat,-161,-70,90,39,91,94.2,3.3333333333333335,2
355,prosocial,34,-68,100,0,91,94.2,3.3333333333333335,2
356,threat,-166,105,60,20,70,44,4.666666666666667,1.5
356,prosocial,-24,45,60,15,70,44,4.666666666666667,1.5
358,threat,-97,39,95,20,95,79,3.8333333333333335,2.6666666666666665
358,prosocial,225,65,100,50,95,79,3.8333333333333335,2.6666666666666665
359,threat,-49,175,100,0,100,100,3.5,1.8333333333333333
359,prosocial,124,199,100,0,100,100,3.5,1.8333333333333333
360,threat,-245,-156,99,0,100,100,2.8333333333333335,3
360,prosocial,124,6,100,0,100,100,2.8333333333333335,3
361,threat,-116,130,100,0,91,95,3.1666666666666665,1.6666666666666667
361,prosocial,192,28,100,0,91,95,3.1666666666666665,1.6666666666666667
362,threat,-192,217,90,0,94,98.8,2.6666666666666665,2.3333333333333335
362,prosocial,194,-83,98,74,94,98.8,2.6666666666666665,2.3333333333333335
363,threat,9,229,100,90,90,87.8,2.3333333333333335,3.5
363,prosocial,184,11,95,91,90,87.8,2.3333333333333335,3.5
364,threat,-201,203,100,0,98,99.6,3,3
364,prosocial,64,173,100,0,98,99.6,3,3
365,threat,-1,-241,98,0,100,80,3.3333333333333335,1
365,prosocial,1,-245,100,0,100,80,3.3333333333333335,1
367,threat,-117,180,91,98,61,84.4,2.6666666666666665,1.6666666666666667
367,prosocial,99,175,96,95,61,84.4,2.6666666666666665,1.6666666666666667
368,threat,-220,53,100,1,90,95.6,1.8333333333333333,2
368,prosocial,208,-50,99,1,90,95.6,1.8333333333333333,2
370,threat,-247,34,14,0,50,44.6,3.8333333333333335,2.3333333333333335
370,prosocial,-162,220,11,0,50,44.6,3.8333333333333335,2.3333333333333335
371,threat,-40,-38,87,18,87,77,3.1666666666666665,1
371,prosocial,48,1,90,20,87,77,3.1666666666666665,1
373,threat,-207,200,90,91,100,87,3.5,2.5
373,prosocial,162,104,100,6,100,87,3.5,2.5
374,threat,-210,124,100,0,61,87.8,2.3333333333333335,1.6666666666666667
374,prosocial,192,89,100,0,61,87.8,2.3333333333333335,1.6666666666666667
375,threat,-40,40,100,84,87,94.8,3.3333333333333335,1
375,prosocial,38,185,100,95,87,94.8,3.3333333333333335,1
376,threat,-152,23,100,0,100,97,2.8333333333333335,1
376,prosocial,164,44,99,0,100,97,2.8333333333333335,1
377,threat,-238,220,100,70,100,100,4.833333333333333,2
377,prosocial,108,30,100,56,100,100,4.833333333333333,2
378,threat,-42,118,100,0,96,95.2,3,3
378,prosocial,84,52,100,0,96,95.2,3,3
379,threat,72,73,85,8,85,73.4,3.6666666666666665,1.1666666666666667
379,prosocial,0,2,89,1,85,73.4,3.6666666666666665,1.1666666666666667
380,threat,-188,-170,95,80,92,70.4,3.6666666666666665,3.5
380,prosocial,188,180,95,90,92,70.4,3.6666666666666665,3.5
381,threat,-248,143,100,7,91,92.2,3,2
381,prosocial,39,-149,100,0,91,92.2,3,2
382,threat,-144,1,100,0,85,95,1.5,2.3333333333333335
382,prosocial,0,1,100,0,85,95,1.5,2.3333333333333335
383,threat,-109,150,100,0,100,90,3.3333333333333335,2.3333333333333335
383,prosocial,-47,136,100,0,100,90,3.3333333333333335,2.3333333333333335
384,threat,-130,0,100,20,70,94,3,2.3333333333333335
384,prosocial,99,1,100,30,70,94,3,2.3333333333333335
385,threat,-164,-4,95,0,95,94.6,1.6666666666666667,2.6666666666666665
385,prosocial,148,16,99,0,95,94.6,1.6666666666666667,2.6666666666666665
386,threat,-201,1,70,0,75,81,3.8333333333333335,1
386,prosocial,-130,-1,70,0,75,81,3.8333333333333335,1
387,threat,-232,241,100,0,100,100,2.6666666666666665,1.6666666666666667
387,prosocial,241,1,100,0,100,100,2.6666666666666665,1.6666666666666667
388,threat,-230,226,95,1,95,89.2,3.8333333333333335,3
388,prosocial,234,117,97,97,95,89.2,3.8333333333333335,3
389,threat,-206,115,99,100,90,91,2.3333333333333335,3.5
389,prosocial,213,176,100,100,90,91,2.3333333333333335,3.5
390,threat,-225,228,100,89,96,99.2,4.833333333333333,1
390,prosocial,241,225,100,95,96,99.2,4.833333333333333,1
391,threat,-220,227,100,0,95,95,4,1.3333333333333333
391,prosocial,222,43,100,0,95,95,4,1.3333333333333333
392,threat,79,2,100,0,85,95,3.3333333333333335,2.8333333333333335
392,prosocial,10,-19,100,0,85,95,3.3333333333333335,2.8333333333333335
393,threat,-207,212,9,42,4,29.6,2.6666666666666665,1.3333333333333333
393,prosocial,-209,205,64,2,4,29.6,2.6666666666666665,1.3333333333333333
394,threat,-237,48,100,0,100,95,1.8333333333333333,4.166666666666667
394,prosocial,212,-238,100,0,100,95,1.8333333333333333,4.166666666666667
395,threat,-233,216,99,100,81,90.6,3.5,3
395,prosocial,216,213,81,83,81,90.6,3.5,3
396,threat,-234,230,100,5,81,87.6,2,4.833333333333333
396,prosocial,-80,131,100,13,81,87.6,2,4.833333333333333
397,threat,-195,170,80,61,95,94.8,2.6666666666666665,2
397,prosocial,121,162,90,81,95,94.8,2.6666666666666665,2
398,threat,-97,96,85,24,60,78.8,2.5,2.6666666666666665
398,prosocial,1,39,70,60,60,78.8,2.5,2.6666666666666665
399,threat,-239,242,100,0,90,79.8,3.8333333333333335,1.1666666666666667
399,prosocial,224,218,100,90,90,79.8,3.8333333333333335,1.1666666666666667
400,threat,-215,70,100,0,99,83.6,2.8333333333333335,4
400,prosocial,115,14,100,0,99,83.6,2.8333333333333335,4
401,threat,-231,228,100,0,70,86.6,4,1.1666666666666667
401,prosocial,177,193,100,0,70,86.6,4,1.1666666666666667
402,threat,-99,124,100,22,89,94.6,2.3333333333333335,3.1666666666666665
402,prosocial,226,179,100,88,89,94.6,2.3333333333333335,3.1666666666666665
403,threat,-232,41,100,0,90,93.8,2.3333333333333335,2
403,prosocial,236,113,100,0,90,93.8,2.3333333333333335,2
404,threat,-224,171,100,0,90,97.8,4.666666666666667,1.6666666666666667
404,prosocial,228,-98,98,0,90,97.8,4.666666666666667,1.6666666666666667
405,threat,-243,239,100,100,75,67.2,1.6666666666666667,2.8333333333333335
405,prosocial,81,49,100,61,75,67.2,1.6666666666666667,2.8333333333333335
406,threat,-220,142,100,0,100,97,2.6666666666666665,3.6666666666666665
406,prosocial,175,91,100,0,100,97,2.6666666666666665,3.6666666666666665
407,threat,-153,116,100,0,91,96,4.166666666666667,2
407,prosocial,192,109,100,0,91,96,4.166666666666667,2
408,threat,-41,2,90,50,90,96,3,1.5
408,prosocial,111,-1,100,50,90,96,3,1.5
409,threat,-217,242,91,10,92,94,2.1666666666666665,3.8333333333333335
409,prosocial,175,64,95,0,92,94,2.1666666666666665,3.8333333333333335
410,threat,-197,107,100,0,91,95.6,2.3333333333333335,1.3333333333333333
410,prosocial,233,204,100,90,91,95.6,2.3333333333333335,1.3333333333333333
411,threat,-86,78,100,0,100,100,3,2.6666666666666665
411,prosocial,146,41,100,0,100,100,3,2.6666666666666665
412,threat,-152,28,90,40,80,66,4.333333333333333,1.8333333333333333
412,prosocial,74,26,70,10,80,66,4.333333333333333,1.8333333333333333
413,threat,183,181,95,90,100,97.4,4.166666666666667,1.8333333333333333
413,prosocial,198,194,100,95,100,97.4,4.166666666666667,1.8333333333333333
414,threat,-207,216,95,81,70,92,3.5,1.8333333333333333
414,prosocial,165,0,95,50,70,92,3.5,1.8333333333333333
416,threat,-71,0,100,100,100,100,4.166666666666667,1.6666666666666667
416,prosocial,226,0,100,100,100,100,4.166666666666667,1.6666666666666667
417,threat,-2,0,100,0,99,98.6,1.3333333333333333,3.8333333333333335
417,prosocial,178,68,100,0,99,98.6,1.3333333333333333,3.8333333333333335
418,threat,-241,169,100,100,100,100,4,1.6666666666666667
418,prosocial,180,195,100,0,100,100,4,1.6666666666666667
419,threat,-214,55,95,0,95,94.2,2,2.3333333333333335
419,prosocial,185,136,95,0,95,94.2,2,2.3333333333333335
420,threat,-223,229,100,100,90,97,5,1.1666666666666667
420,prosocial,173,185,100,100,90,97,5,1.1666666666666667
421,threat,-27,15,100,0,100,100,1.6666666666666667,3.3333333333333335
421,prosocial,50,66,100,0,100,100,1.6666666666666667,3.3333333333333335
422,threat,-208,-208,100,100,85,77,3.6666666666666665,2.1666666666666665
422,prosocial,227,-7,100,100,85,77,3.6666666666666665,2.1666666666666665
423,threat,-213,-1,100,0,95,97,2.6666666666666665,1
423,prosocial,246,0,100,0,95,97,2.6666666666666665,1
425,threat,1,2,100,0,100,100,3.3333333333333335,1.8333333333333333
425,prosocial,-1,0,100,0,100,100,3.3333333333333335,1.8333333333333333
426,threat,-231,150,95,9,91,96,4.333333333333333,1
426,prosocial,160,237,92,44,91,96,4.333333333333333,1
427,threat,-203,209,100,70,100,100,2.3333333333333335,1.8333333333333333
427,prosocial,177,180,100,0,100,100,2.3333333333333335,1.8333333333333333
428,threat,0,-175,91,27,86,67.4,2.1666666666666665,3.3333333333333335
428,prosocial,70,-2,91,36,86,67.4,2.1666666666666665,3.3333333333333335
429,threat,-230,225,100,0,95,98,2.8333333333333335,1.8333333333333333
429,prosocial,192,207,100,0,95,98,2.8333333333333335,1.8333333333333333
430,threat,-230,-234,100,63,100,97.6,2.8333333333333335,2.1666666666666665
430,prosocial,45,-146,100,70,100,97.6,2.8333333333333335,2.1666666666666665
431,threat,-184,141,100,71,91,98.2,2.5,2.8333333333333335
431,prosocial,126,1,100,90,91,98.2,2.5,2.8333333333333335
432,threat,-1,1,51,0,51,77.4,1.5,4.666666666666667
432,prosocial,2,0,51,0,51,77.4,1.5,4.666666666666667
433,threat,-1,97,100,0,100,100,4.166666666666667,1.6666666666666667
433,prosocial,123,71,100,0,100,100,4.166666666666667,1.6666666666666667
434,threat,-210,232,100,70,72,90.4,3.6666666666666665,2.8333333333333335
434,prosocial,242,119,100,52,72,90.4,3.6666666666666665,2.8333333333333335
